date,country,newcases
2021-06-02,netherlands,2516
2021-06-03,netherlands,2765
2021-06-04,netherlands,2404
2021-06-05,netherlands,2147
2021-06-06,netherlands,1556
2021-06-07,netherlands,1385
2021-06-08,netherlands,1436
2021-06-09,netherlands,1732
2021-06-10,netherlands,1575
2021-06-11,netherlands,1390
2021-06-12,netherlands,1214
2021-06-13,netherlands,1047
2021-06-14,netherlands,864
2021-06-15,netherlands,1050
2021-06-16,netherlands,1044
2021-06-17,netherlands,1087
2021-06-18,netherlands,901
2021-06-19,netherlands,699
2021-06-20,netherlands,706
2021-06-21,netherlands,570
2021-06-22,netherlands,700
2021-06-23,netherlands,658
2021-06-24,netherlands,722
2021-06-25,netherlands,650
2021-06-26,netherlands,563
2021-06-27,netherlands,499
2021-06-28,netherlands,572
2021-06-29,netherlands,555
2021-06-30,netherlands,647
2021-07-01,netherlands,829
2021-07-02,netherlands,948
2021-07-03,netherlands,1131
2021-07-04,netherlands,1215
2021-07-05,netherlands,1527
2021-07-06,netherlands,2213
2021-07-07,netherlands,3652
2021-07-08,netherlands,5444
2021-07-09,netherlands,6960
2021-07-10,netherlands,10299
2021-07-11,netherlands,9328
2021-07-12,netherlands,8451
2021-07-13,netherlands,7865
2021-07-14,netherlands,10473
2021-07-15,netherlands,11076
2021-07-16,netherlands,11368
2021-07-17,netherlands,11163
2021-07-18,netherlands,10227
2021-07-19,netherlands,8925
2021-07-20,netherlands,6812
2021-07-21,netherlands,6999
2021-07-22,netherlands,6340
2021-07-23,netherlands,6525
2021-07-24,netherlands,5390
2021-07-25,netherlands,4648
2021-07-26,netherlands,3938
2021-07-27,netherlands,4100
2021-07-28,netherlands,3605
2021-07-29,netherlands,4543
2021-07-30,netherlands,3540
2021-07-31,netherlands,3062
2021-08-01,netherlands,2386
2021-08-02,netherlands,2159
2021-08-03,netherlands,2373
2021-08-04,netherlands,2988
2021-08-05,netherlands,3476
2021-08-06,netherlands,3285
2021-08-07,netherlands,2599
2021-08-08,netherlands,2447
2021-08-09,netherlands,2116
2021-08-10,netherlands,2396
2021-08-11,netherlands,2442
2021-05-11,north macedonia,171
2021-05-12,north macedonia,150
2021-05-13,north macedonia,122
2021-05-14,north macedonia,30
2021-05-15,north macedonia,112
2021-05-16,north macedonia,62
2021-05-17,north macedonia,27
2021-05-18,north macedonia,79
2021-05-19,north macedonia,87
2021-05-20,north macedonia,46
2021-05-21,north macedonia,45
2021-05-22,north macedonia,46
2021-05-23,north macedonia,35
2021-05-24,north macedonia,4
2021-05-25,north macedonia,4
2021-05-26,north macedonia,46
2021-05-27,north macedonia,52
2021-05-28,north macedonia,48
2021-05-29,north macedonia,29
2021-05-30,north macedonia,23
2021-05-31,north macedonia,3
2021-06-01,north macedonia,32
2021-06-02,north macedonia,41
2021-06-03,north macedonia,19
2021-06-04,north macedonia,15
2021-06-05,north macedonia,28
2021-06-06,north macedonia,10
2021-06-07,north macedonia,1
2021-06-08,north macedonia,23
2021-06-09,north macedonia,28
2021-06-10,north macedonia,18
2021-06-11,north macedonia,20
2021-06-12,north macedonia,21
2021-06-13,north macedonia,8
2021-06-14,north macedonia,4
2021-06-15,north macedonia,28
2021-06-16,north macedonia,15
2021-06-17,north macedonia,10
2021-06-18,north macedonia,19
2021-06-19,north macedonia,4
2021-06-20,north macedonia,8
2021-06-21,north macedonia,3
2021-06-22,north macedonia,13
2021-06-23,north macedonia,5
2021-06-24,north macedonia,10
2021-06-25,north macedonia,8
2021-06-26,north macedonia,6
2021-06-27,north macedonia,4
2021-06-28,north macedonia,3
2021-06-29,north macedonia,6
2021-06-30,north macedonia,2
2021-07-01,north macedonia,5
2021-07-02,north macedonia,11
2021-07-03,north macedonia,6
2021-07-04,north macedonia,4
2021-07-05,north macedonia,6
2021-07-06,north macedonia,16
2021-07-07,north macedonia,9
2021-07-08,north macedonia,19
2021-07-09,north macedonia,10
2021-07-10,north macedonia,13
2021-07-11,north macedonia,14
2021-07-12,north macedonia,5
2021-07-13,north macedonia,21
2021-07-14,north macedonia,17
2021-07-15,north macedonia,26
2021-07-16,north macedonia,16
2021-07-17,north macedonia,19
2021-07-18,north macedonia,21
2021-07-19,north macedonia,9
2021-07-20,north macedonia,
2021-07-21,north macedonia,34
2021-07-22,north macedonia,16
2021-07-23,north macedonia,36
2021-07-24,north macedonia,37
2021-07-25,north macedonia,24
2021-07-26,north macedonia,8
2021-07-27,north macedonia,38
2021-07-28,north macedonia,47
2021-07-29,north macedonia,54
2021-07-30,north macedonia,74
2021-07-31,north macedonia,81
2021-08-01,north macedonia,72
2021-08-02,north macedonia,54
2021-08-03,north macedonia,37
2021-08-04,north macedonia,164
2021-08-05,north macedonia,219
2021-08-06,north macedonia,325
2021-08-07,north macedonia,376
2021-08-08,north macedonia,398
2021-08-09,north macedonia,139
2021-08-10,north macedonia,517
2021-08-11,north macedonia,588
2021-05-11,norway,473
2021-05-12,norway,500
2021-05-13,norway,320
2021-05-14,norway,425
2021-05-15,norway,312
2021-05-16,norway,247
2021-05-17,norway,201
2021-05-18,norway,314
2021-05-19,norway,478
2021-05-20,norway,505
2021-05-21,norway,714
2021-05-22,norway,452
2021-05-23,norway,451
2021-05-24,norway,238
2021-05-25,norway,511
2021-05-26,norway,499
2021-05-27,norway,409
2021-05-28,norway,339
2021-05-29,norway,245
2021-05-30,norway,169
2021-05-31,norway,292
2021-06-01,norway,460
2021-06-02,norway,353
2021-06-03,norway,289
2021-06-04,norway,303
2021-06-05,norway,168
2021-06-06,norway,128
2021-06-07,norway,249
2021-06-08,norway,188
2021-06-09,norway,212
2021-06-10,norway,210
2021-06-11,norway,198
2021-06-12,norway,112
2021-06-13,norway,60
2021-06-14,norway,231
2021-06-15,norway,222
2021-06-16,norway,180
2021-06-17,norway,219
2021-06-18,norway,197
2021-06-19,norway,130
2021-06-20,norway,108
2021-06-21,norway,212
2021-06-22,norway,221
2021-06-23,norway,178
2021-06-24,norway,326
2021-06-25,norway,72
2021-06-26,norway,149
2021-06-27,norway,97
2021-06-28,norway,156
2021-06-29,norway,293
2021-06-30,norway,279
2021-07-01,norway,193
2021-07-02,norway,240
2021-07-03,norway,112
2021-07-04,norway,88
2021-07-05,norway,187
2021-07-06,norway,227
2021-07-07,norway,211
2021-07-08,norway,99
2021-07-09,norway,293
2021-07-10,norway,134
2021-07-11,norway,97
2021-07-12,norway,170
2021-07-13,norway,182
2021-07-14,norway,171
2021-07-15,norway,156
2021-07-16,norway,216
2021-07-17,norway,138
2021-07-18,norway,109
2021-07-19,norway,195
2021-07-20,norway,246
2021-07-21,norway,189
2021-07-22,norway,266
2021-07-23,norway,228
2021-07-24,norway,168
2021-07-25,norway,136
2021-07-26,norway,330
2021-07-27,norway,273
2021-07-28,norway,171
2021-07-29,norway,586
2021-07-30,norway,344
2021-07-31,norway,156
2021-08-01,norway,226
2021-08-02,norway,412
2021-08-03,norway,475
2021-08-04,norway,478
2021-08-05,norway,560
2021-08-06,norway,426
2021-08-07,norway,262
2021-08-08,norway,370
2021-08-09,norway,497
2021-08-10,norway,666
2021-08-11,norway,322
2021-05-11,poland,3097
2021-05-12,poland,4159
2021-05-13,poland,3423
2021-05-14,poland,3252
2021-05-15,poland,2897
2021-05-16,poland,2168
2021-05-17,poland,1111
2021-05-18,poland,1734
2021-05-19,poland,2337
2021-05-20,poland,2090
2021-05-21,poland,1680
2021-05-22,poland,1515
2021-05-23,poland,1076
2021-05-24,poland,559
2021-05-25,poland,1006
2021-05-26,poland,1263
2021-05-27,poland,1202
2021-05-28,poland,943
2021-05-29,poland,776
2021-05-30,poland,579
2021-05-31,poland,333
2021-06-01,poland,585
2021-06-02,poland,659
2021-06-03,poland,565
2021-06-04,poland,319
2021-06-05,poland,413
2021-06-06,poland,312
2021-06-07,poland,192
2021-06-08,poland,401
2021-06-09,poland,560
2021-06-10,poland,378
2021-06-11,poland,340
2021-06-12,poland,236
2021-06-13,poland,226
2021-06-14,poland,139
2021-06-15,poland,211
2021-06-16,poland,242
2021-06-17,poland,215
2021-06-18,poland,190
2021-06-19,poland,168
2021-06-20,poland,133
2021-06-21,poland,73
2021-06-22,poland,190
2021-06-23,poland,162
2021-06-24,poland,144
2021-06-25,poland,134
2021-06-26,poland,99
2021-06-27,poland,69
2021-06-28,poland,51
2021-06-29,poland,122
2021-06-30,poland,101
2021-07-01,poland,98
2021-07-02,poland,97
2021-07-03,poland,108
2021-07-04,poland,55
2021-07-05,poland,38
2021-07-06,poland,95
2021-07-07,poland,100
2021-07-08,poland,93
2021-07-09,poland,74
2021-07-10,poland,85
2021-07-11,poland,66
2021-07-12,poland,44
2021-07-13,poland,94
2021-07-14,poland,87
2021-07-15,poland,105
2021-07-16,poland,90
2021-07-17,poland,114
2021-07-18,poland,69
2021-07-19,poland,67
2021-07-20,poland,103
2021-07-21,poland,124
2021-07-22,poland,122
2021-07-23,poland,108
2021-07-24,poland,118
2021-07-25,poland,80
2021-07-26,poland,74
2021-07-27,poland,107
2021-07-28,poland,138
2021-07-29,poland,165
2021-07-30,poland,156
2021-07-31,poland,153
2021-08-01,poland,90
2021-08-02,poland,91
2021-08-03,poland,164
2021-08-04,poland,164
2021-08-05,poland,176
2021-08-06,poland,172
2021-08-07,poland,180
2021-08-08,poland,122
2021-08-09,poland,64
2021-08-10,poland,199
2021-08-11,poland,196
2021-05-11,portugal,268
2021-05-12,portugal,485
2021-05-13,portugal,436
2021-05-14,portugal,450
2021-05-15,portugal,469
2021-05-16,portugal,334
2021-05-17,portugal,199
2021-05-18,portugal,386
2021-05-19,portugal,511
2021-05-20,portugal,451
2021-05-21,portugal,559
2021-05-22,portugal,523
2021-05-23,portugal,413
2021-05-24,portugal,241
2021-05-25,portugal,375
2021-05-26,portugal,594
2021-05-27,portugal,572
2021-05-28,portugal,598
2021-05-29,portugal,609
2021-05-30,portugal,445
2021-05-31,portugal,435
2021-06-01,portugal,445
2021-06-02,portugal,724
2021-06-03,portugal,769
2021-06-04,portugal,430
2021-06-05,portugal,573
2021-06-06,portugal,612
2021-06-07,portugal,388
2021-06-08,portugal,598
2021-06-09,portugal,890
2021-06-10,portugal,910
2021-06-11,portugal,519
2021-06-12,portugal,789
2021-06-13,portugal,707
2021-06-14,portugal,625
2021-06-15,portugal,973
2021-06-16,portugal,1350
2021-06-17,portugal,1233
2021-06-18,portugal,1298
2021-06-19,portugal,1183
2021-06-20,portugal,941
2021-06-21,portugal,756
2021-06-22,portugal,1020
2021-06-23,portugal,1497
2021-06-24,portugal,1556
2021-06-25,portugal,1604
2021-06-26,portugal,1568
2021-06-27,portugal,1496
2021-06-28,portugal,902
2021-06-29,portugal,1746
2021-06-30,portugal,2362
2021-07-01,portugal,2449
2021-07-02,portugal,2436
2021-07-03,portugal,2605
2021-07-04,portugal,2041
2021-07-05,portugal,1483
2021-07-06,portugal,2170
2021-07-07,portugal,3285
2021-07-08,portugal,3269
2021-07-09,portugal,3194
2021-07-10,portugal,3162
2021-07-11,portugal,2323
2021-07-12,portugal,1782
2021-07-13,portugal,2650
2021-07-14,portugal,4153
2021-07-15,portugal,3641
2021-07-16,portugal,3547
2021-07-17,portugal,3677
2021-07-18,portugal,3261
2021-07-19,portugal,1855
2021-07-20,portugal,2706
2021-07-21,portugal,4376
2021-07-22,portugal,3622
2021-07-23,portugal,3794
2021-07-24,portugal,3396
2021-07-25,portugal,2625
2021-07-26,portugal,1610
2021-07-27,portugal,2316
2021-07-28,portugal,3452
2021-07-29,portugal,3009
2021-07-30,portugal,2595
2021-07-31,portugal,2590
2021-08-01,portugal,2306
2021-08-02,portugal,1190
2021-08-03,portugal,2076
2021-08-04,portugal,3203
2021-08-05,portugal,2581
2021-08-06,portugal,2377
2021-08-07,portugal,2621
2021-08-08,portugal,1982
2021-08-09,portugal,1094
2021-08-10,portugal,2232
2021-08-11,portugal,2948
2021-05-11,romania,1156
2021-05-12,romania,930
2021-05-13,romania,953
2021-05-14,romania,835
2021-05-15,romania,729
2021-05-16,romania,565
2021-05-17,romania,392
2021-05-18,romania,681
2021-05-19,romania,707
2021-05-20,romania,618
2021-05-21,romania,484
2021-05-22,romania,455
2021-05-23,romania,307
2021-05-24,romania,230
2021-05-25,romania,381
2021-05-26,romania,379
2021-05-27,romania,307
2021-05-28,romania,321
2021-05-29,romania,265
2021-05-30,romania,158
2021-05-31,romania,153
2021-06-01,romania,241
2021-06-02,romania,164
2021-06-03,romania,196
2021-06-04,romania,225
2021-06-05,romania,179
2021-06-06,romania,121
2021-06-07,romania,89
2021-06-08,romania,202
2021-06-09,romania,140
2021-06-10,romania,133
2021-06-11,romania,103
2021-06-12,romania,127
2021-06-13,romania,69
2021-06-14,romania,50
2021-06-15,romania,103
2021-06-16,romania,104
2021-06-17,romania,87
2021-06-18,romania,70
2021-06-19,romania,63
2021-06-20,romania,53
2021-06-21,romania,26
2021-06-22,romania,41
2021-06-23,romania,66
2021-06-24,romania,68
2021-06-25,romania,65
2021-06-26,romania,62
2021-06-27,romania,46
2021-06-28,romania,37
2021-06-29,romania,73
2021-06-30,romania,52
2021-07-01,romania,31
2021-07-02,romania,37
2021-07-03,romania,58
2021-07-04,romania,33
2021-07-05,romania,28
2021-07-06,romania,51
2021-07-07,romania,60
2021-07-08,romania,30
2021-07-09,romania,54
2021-07-10,romania,36
2021-07-11,romania,26
2021-07-12,romania,39
2021-07-13,romania,51
2021-07-14,romania,79
2021-07-15,romania,62
2021-07-16,romania,72
2021-07-17,romania,49
2021-07-18,romania,44
2021-07-19,romania,46
2021-07-20,romania,95
2021-07-21,romania,102
2021-07-22,romania,78
2021-07-23,romania,104
2021-07-24,romania,126
2021-07-25,romania,109
2021-07-26,romania,84
2021-07-27,romania,175
2021-07-28,romania,159
2021-07-29,romania,170
2021-07-30,romania,153
2021-07-31,romania,156
2021-08-01,romania,152
2021-08-02,romania,137
2021-08-03,romania,233
2021-08-04,romania,271
2021-08-05,romania,244
2021-08-06,romania,230
2021-08-07,romania,255
2021-08-08,romania,208
2021-08-09,romania,181
2021-08-10,romania,312
2021-08-11,romania,326
2021-05-11,russia,7989
2021-05-12,russia,8096
2021-05-13,russia,8259
2021-05-14,russia,9338
2021-05-15,russia,8667
2021-05-16,russia,8426
2021-05-17,russia,9204
2021-05-18,russia,8057
2021-05-19,russia,7799
2021-05-20,russia,9112
2021-05-21,russia,8811
2021-05-22,russia,8585
2021-05-23,russia,8827
2021-05-24,russia,8283
2021-05-25,russia,7762
2021-05-26,russia,8247
2021-05-27,russia,8911
2021-05-28,russia,9126
2021-05-29,russia,9155
2021-05-30,russia,9558
2021-05-31,russia,8341
2021-06-01,russia,9369
2021-06-02,russia,8702
2021-06-03,russia,8807
2021-06-04,russia,8820
2021-06-05,russia,9011
2021-06-06,russia,9025
2021-06-07,russia,9297
2021-06-08,russia,9843
2021-06-09,russia,10271
2021-06-10,russia,11560
2021-06-11,russia,12361
2021-06-12,russia,13360
2021-06-13,russia,14561
2021-06-14,russia,13550
2021-06-15,russia,14002
2021-06-16,russia,13209
2021-06-17,russia,13857
2021-06-18,russia,17051
2021-06-19,russia,17679
2021-06-20,russia,17367
2021-06-21,russia,17114
2021-06-22,russia,16438
2021-06-23,russia,17303
2021-06-24,russia,19871
2021-06-25,russia,20065
2021-06-26,russia,21312
2021-06-27,russia,20169
2021-06-28,russia,21258
2021-06-29,russia,20217
2021-06-30,russia,20633
2021-07-01,russia,23128
2021-07-02,russia,22791
2021-07-03,russia,24003
2021-07-04,russia,24693
2021-07-05,russia,23895
2021-07-06,russia,22926
2021-07-07,russia,23510
2021-07-08,russia,24361
2021-07-09,russia,25299
2021-07-10,russia,24607
2021-07-11,russia,24544
2021-07-12,russia,24649
2021-07-13,russia,24211
2021-07-14,russia,23331
2021-07-15,russia,24793
2021-07-16,russia,25188
2021-07-17,russia,24590
2021-07-18,russia,24480
2021-07-19,russia,24098
2021-07-20,russia,23234
2021-07-21,russia,23164
2021-07-22,russia,23938
2021-07-23,russia,23276
2021-07-24,russia,23395
2021-07-25,russia,23517
2021-07-26,russia,22678
2021-07-27,russia,22486
2021-07-28,russia,21870
2021-07-29,russia,22720
2021-07-30,russia,23016
2021-07-31,russia,23264
2021-08-01,russia,22264
2021-08-02,russia,22969
2021-08-03,russia,21471
2021-08-04,russia,22053
2021-08-05,russia,22564
2021-08-06,russia,22073
2021-08-07,russia,21727
2021-08-08,russia,22271
2021-08-09,russia,21554
2021-08-10,russia,20765
2021-08-11,russia,20958
2021-05-11,san marino,
2021-05-12,san marino,
2021-05-13,san marino,
2021-05-14,san marino,
2021-05-15,san marino,
2021-05-16,san marino,
2021-05-17,san marino,4
2021-05-18,san marino,
2021-05-19,san marino,
2021-05-20,san marino,
2021-05-21,san marino,
2021-05-22,san marino,
2021-05-23,san marino,
2021-05-24,san marino,2
2021-05-25,san marino,
2021-05-26,san marino,
2021-05-27,san marino,
2021-05-28,san marino,
2021-05-29,san marino,
2021-05-30,san marino,
2021-05-31,san marino,1
2021-06-01,san marino,
2021-06-02,san marino,
2021-06-03,san marino,
2021-06-04,san marino,
2021-06-05,san marino,
2021-06-06,san marino,
2021-06-07,san marino,
2021-06-08,san marino,
2021-06-09,san marino,
2021-06-10,san marino,
2021-06-11,san marino,
2021-06-12,san marino,
2021-06-13,san marino,
2021-06-14,san marino,
2021-06-15,san marino,
2021-06-16,san marino,
2021-06-17,san marino,
2021-06-18,san marino,
2021-06-19,san marino,
2021-06-20,san marino,
2021-06-21,san marino,
2021-06-22,san marino,
2021-06-23,san marino,
2021-06-24,san marino,
2021-06-25,san marino,
2021-06-26,san marino,
2021-06-27,san marino,
2021-06-28,san marino,1
2021-06-29,san marino,
2021-06-30,san marino,
2021-07-01,san marino,
2021-07-02,san marino,
2021-07-03,san marino,
2021-07-04,san marino,
2021-07-05,san marino,1
2021-07-06,san marino,
2021-07-07,san marino,
2021-07-08,san marino,
2021-07-09,san marino,
2021-07-10,san marino,
2021-07-11,san marino,
2021-07-12,san marino,
2021-07-13,san marino,2
2021-07-14,san marino,
2021-07-15,san marino,
2021-07-16,san marino,
2021-07-17,san marino,
2021-07-18,san marino,
2021-07-19,san marino,5
2021-07-20,san marino,
2021-07-21,san marino,
2021-07-22,san marino,
2021-07-23,san marino,
2021-07-24,san marino,
2021-07-25,san marino,
2021-07-26,san marino,31
2021-07-27,san marino,
2021-07-28,san marino,
2021-07-29,san marino,
2021-07-30,san marino,
2021-07-31,san marino,
2021-08-01,san marino,
2021-08-02,san marino,17
2021-08-03,san marino,
2021-08-04,san marino,
2021-08-05,san marino,
2021-08-06,san marino,
2021-08-07,san marino,
2021-08-08,san marino,
2021-08-09,san marino,47
2021-08-10,san marino,
2021-08-11,san marino,
2021-05-11,serbia,1125
2021-05-12,serbia,1046
2021-05-13,serbia,
2021-05-14,serbia,1688
2021-05-15,serbia,705
2021-05-16,serbia,568
2021-05-17,serbia,575
2021-05-18,serbia,686
2021-05-19,serbia,609
2021-05-20,serbia,550
2021-05-21,serbia,391
2021-05-22,serbia,404
2021-05-23,serbia,266
2021-05-24,serbia,376
2021-05-25,serbia,414
2021-05-26,serbia,387
2021-05-27,serbia,326
2021-05-28,serbia,330
2021-05-29,serbia,274
2021-05-30,serbia,178
2021-05-31,serbia,248
2021-06-01,serbia,230
2021-06-02,serbia,287
2021-06-03,serbia,218
2021-06-04,serbia,210
2021-06-05,serbia,145
2021-06-06,serbia,116
2021-06-07,serbia,162
2021-06-08,serbia,214
2021-06-09,serbia,198
2021-06-10,serbia,210
2021-06-11,serbia,172
2021-06-12,serbia,119
2021-06-13,serbia,138
2021-06-14,serbia,124
2021-06-15,serbia,132
2021-06-16,serbia,160
2021-06-17,serbia,135
2021-06-18,serbia,162
2021-06-19,serbia,89
2021-06-20,serbia,60
2021-06-21,serbia,88
2021-06-22,serbia,72
2021-06-23,serbia,103
2021-06-24,serbia,80
2021-06-25,serbia,76
2021-06-26,serbia,66
2021-06-27,serbia,63
2021-06-28,serbia,84
2021-06-29,serbia,73
2021-06-30,serbia,104
2021-07-01,serbia,81
2021-07-02,serbia,74
2021-07-03,serbia,79
2021-07-04,serbia,77
2021-07-05,serbia,110
2021-07-06,serbia,110
2021-07-07,serbia,103
2021-07-08,serbia,97
2021-07-09,serbia,110
2021-07-10,serbia,77
2021-07-11,serbia,69
2021-07-12,serbia,118
2021-07-13,serbia,145
2021-07-14,serbia,125
2021-07-15,serbia,156
2021-07-16,serbia,206
2021-07-17,serbia,166
2021-07-18,serbia,125
2021-07-19,serbia,227
2021-07-20,serbia,189
2021-07-21,serbia,228
2021-07-22,serbia,228
2021-07-23,serbia,202
2021-07-24,serbia,249
2021-07-25,serbia,199
2021-07-26,serbia,241
2021-07-27,serbia,290
2021-07-28,serbia,332
2021-07-29,serbia,292
2021-07-30,serbia,353
2021-07-31,serbia,298
2021-08-01,serbia,303
2021-08-02,serbia,386
2021-08-03,serbia,424
2021-08-04,serbia,487
2021-08-05,serbia,579
2021-08-06,serbia,564
2021-08-07,serbia,584
2021-08-08,serbia,457
2021-08-09,serbia,752
2021-08-10,serbia,792
2021-08-11,serbia,921
2021-05-11,slovakia,350
2021-05-12,slovakia,404
2021-05-13,slovakia,328
2021-05-14,slovakia,294
2021-05-15,slovakia,258
2021-05-16,slovakia,103
2021-05-17,slovakia,136
2021-05-18,slovakia,233
2021-05-19,slovakia,246
2021-05-20,slovakia,253
2021-05-21,slovakia,138
2021-05-22,slovakia,190
2021-05-23,slovakia,116
2021-05-24,slovakia,19
2021-05-25,slovakia,132
2021-05-26,slovakia,190
2021-05-27,slovakia,168
2021-05-28,slovakia,96
2021-05-29,slovakia,
2021-05-30,slovakia,250
2021-05-31,slovakia,31
2021-06-01,slovakia,145
2021-06-02,slovakia,124
2021-06-03,slovakia,139
2021-06-04,slovakia,94
2021-06-05,slovakia,117
2021-06-06,slovakia,96
2021-06-07,slovakia,15
2021-06-08,slovakia,95
2021-06-09,slovakia,147
2021-06-10,slovakia,116
2021-06-11,slovakia,84
2021-06-12,slovakia,91
2021-06-13,slovakia,42
2021-06-14,slovakia,12
2021-06-15,slovakia,49
2021-06-16,slovakia,62
2021-06-17,slovakia,61
2021-06-18,slovakia,38
2021-06-19,slovakia,
2021-06-20,slovakia,
2021-06-21,slovakia,78
2021-06-22,slovakia,59
2021-06-23,slovakia,35
2021-06-24,slovakia,36
2021-06-25,slovakia,34
2021-06-26,slovakia,41
2021-06-27,slovakia,20
2021-06-28,slovakia,15
2021-06-29,slovakia,43
2021-06-30,slovakia,33
2021-07-01,slovakia,17
2021-07-02,slovakia,17
2021-07-03,slovakia,20
2021-07-04,slovakia,21
2021-07-05,slovakia,3
2021-07-06,slovakia,15
2021-07-07,slovakia,45
2021-07-08,slovakia,33
2021-07-09,slovakia,39
2021-07-10,slovakia,41
2021-07-11,slovakia,25
2021-07-12,slovakia,7
2021-07-13,slovakia,28
2021-07-14,slovakia,18
2021-07-15,slovakia,29
2021-07-16,slovakia,34
2021-07-17,slovakia,
2021-07-18,slovakia,66
2021-07-19,slovakia,4
2021-07-20,slovakia,35
2021-07-21,slovakia,46
2021-07-22,slovakia,34
2021-07-23,slovakia,40
2021-07-24,slovakia,
2021-07-25,slovakia,89
2021-07-26,slovakia,7
2021-07-27,slovakia,51
2021-07-28,slovakia,82
2021-07-29,slovakia,49
2021-07-30,slovakia,44
2021-07-31,slovakia,66
2021-08-01,slovakia,57
2021-08-02,slovakia,6
2021-08-03,slovakia,41
2021-08-04,slovakia,94
2021-08-05,slovakia,53
2021-08-06,slovakia,
2021-08-07,slovakia,109
2021-08-08,slovakia,33
2021-08-09,slovakia,19
2021-08-10,slovakia,101
2021-08-11,slovakia,68
2021-05-11,slovenia,494
2021-05-12,slovenia,724
2021-05-13,slovenia,597
2021-05-14,slovenia,474
2021-05-15,slovenia,494
2021-05-16,slovenia,296
2021-05-17,slovenia,114
2021-05-18,slovenia,497
2021-05-19,slovenia,532
2021-05-20,slovenia,358
2021-05-21,slovenia,337
2021-05-22,slovenia,383
2021-05-23,slovenia,159
2021-05-24,slovenia,83
2021-05-25,slovenia,325
2021-05-26,slovenia,388
2021-05-27,slovenia,362
2021-05-28,slovenia,292
2021-05-29,slovenia,353
2021-05-30,slovenia,138
2021-05-31,slovenia,91
2021-06-01,slovenia,323
2021-06-02,slovenia,374
2021-06-03,slovenia,273
2021-06-04,slovenia,281
2021-06-05,slovenia,245
2021-06-06,slovenia,157
2021-06-07,slovenia,57
2021-06-08,slovenia,220
2021-06-09,slovenia,255
2021-06-10,slovenia,196
2021-06-11,slovenia,121
2021-06-12,slovenia,128
2021-06-13,slovenia,91
2021-06-14,slovenia,24
2021-06-15,slovenia,114
2021-06-16,slovenia,120
2021-06-17,slovenia,83
2021-06-18,slovenia,87
2021-06-19,slovenia,85
2021-06-20,slovenia,26
2021-06-21,slovenia,19
2021-06-22,slovenia,65
2021-06-23,slovenia,50
2021-06-24,slovenia,48
2021-06-25,slovenia,46
2021-06-26,slovenia,11
2021-06-27,slovenia,19
2021-06-28,slovenia,12
2021-06-29,slovenia,35
2021-06-30,slovenia,48
2021-07-01,slovenia,23
2021-07-02,slovenia,25
2021-07-03,slovenia,30
2021-07-04,slovenia,8
2021-07-05,slovenia,8
2021-07-06,slovenia,48
2021-07-07,slovenia,73
2021-07-08,slovenia,69
2021-07-09,slovenia,84
2021-07-10,slovenia,135
2021-07-11,slovenia,25
2021-07-12,slovenia,12
2021-07-13,slovenia,84
2021-07-14,slovenia,30
2021-07-15,slovenia,56
2021-07-16,slovenia,63
2021-07-17,slovenia,61
2021-07-18,slovenia,21
2021-07-19,slovenia,9
2021-07-20,slovenia,88
2021-07-21,slovenia,110
2021-07-22,slovenia,71
2021-07-23,slovenia,57
2021-07-24,slovenia,94
2021-07-25,slovenia,32
2021-07-26,slovenia,23
2021-07-27,slovenia,106
2021-07-28,slovenia,84
2021-07-29,slovenia,99
2021-07-30,slovenia,116
2021-07-31,slovenia,136
2021-08-01,slovenia,58
2021-08-02,slovenia,31
2021-08-03,slovenia,182
2021-08-04,slovenia,139
2021-08-05,slovenia,139
2021-08-06,slovenia,145
2021-08-07,slovenia,132
2021-08-08,slovenia,68
2021-08-09,slovenia,47
2021-08-10,slovenia,216
2021-08-11,slovenia,247
2021-05-11,spain,4941
2021-05-12,spain,6418
2021-05-13,spain,5701
2021-05-14,spain,6347
2021-05-15,spain,
2021-05-16,spain,
2021-05-17,spain,11061
2021-05-18,spain,3988
2021-05-19,spain,6080
2021-05-20,spain,5733
2021-05-21,spain,4792
2021-05-22,spain,
2021-05-23,spain,
2021-05-24,spain,11067
2021-05-25,spain,5359
2021-05-26,spain,5007
2021-05-27,spain,5290
2021-05-28,spain,5482
2021-05-29,spain,
2021-05-30,spain,
2021-05-31,spain,9732
2021-06-01,spain,4388
2021-06-02,spain,4984
2021-06-03,spain,5250
2021-06-04,spain,4969
2021-06-05,spain,
2021-06-06,spain,
2021-06-07,spain,9542
2021-06-08,spain,3504
2021-06-09,spain,4427
2021-06-10,spain,14004
2021-06-11,spain,4142
2021-06-12,spain,
2021-06-13,spain,
2021-06-14,spain,8167
2021-06-15,spain,3432
2021-06-16,spain,3832
2021-06-17,spain,4197
2021-06-18,spain,4214
2021-06-19,spain,
2021-06-20,spain,
2021-06-21,spain,7209
2021-06-22,spain,4040
2021-06-23,spain,4341
2021-06-24,spain,4507
2021-06-25,spain,4924
2021-06-26,spain,
2021-06-27,spain,
2021-06-28,spain,10179
2021-06-29,spain,7091
2021-06-30,spain,9227
2021-07-01,spain,12345
2021-07-02,spain,12563
2021-07-03,spain,
2021-07-04,spain,
2021-07-05,spain,32607
2021-07-06,spain,14137
2021-07-07,spain,17384
2021-07-08,spain,17317
2021-07-09,spain,21879
2021-07-10,spain,
2021-07-11,spain,
